model,model_mode,batch,context_tokens,memory_capacity_GB,requested_bw_TBps,achieved_bw_TBps,dram_utilization,peak_compute_TFLOPS,achieved_compute_TFLOPS,compute_utilization,sram_MB,org,decode_step_ms,TPS_per_user,aggregate_TPS,weight_bytes_per_token,kv_bytes_per_token,index_bytes_per_token,total_bytes_per_token,flops_per_token,arithmetic_intensity,logic_power_W,dram_power_W,interface_power_W,total_power_W,energy_per_token_J,tokens_per_J,useful_TFLOPS_per_W,max_temperature_C,sustainable_frequency_MHz,hardware_cost_USD,fleet_utilization,cost_per_1m_output_tokens,meets_1000_tps,meets_1500_tps,meets_2000_tps,fits_capacity,feasible_capacity_mapping,simulation_method,assumption_level,reuse_model
minimax_m3,exact_fp8,1,32768,192,40,28.451,0.7113,750.0,61.63,0.0822,64,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,192,40,29.419,0.7355,750.0,85.75,0.1143,64,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,192,40,30.225,0.7556,750.0,108.47,0.1446,64,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,192,40,28.451,0.7113,750.0,61.63,0.0822,128,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,192,40,29.419,0.7355,750.0,85.75,0.1143,128,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,192,40,30.225,0.7556,750.0,108.47,0.1446,128,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,192,40,28.451,0.7113,750.0,61.63,0.0822,256,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,192,40,29.419,0.7355,750.0,85.75,0.1143,256,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,192,40,30.225,0.7556,750.0,108.47,0.1446,256,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,256,40,28.451,0.7113,750.0,61.63,0.0822,8,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,256,40,29.419,0.7355,750.0,85.75,0.1143,8,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,256,40,30.225,0.7556,750.0,108.47,0.1446,8,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,256,40,28.451,0.7113,750.0,61.63,0.0822,16,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,256,40,29.419,0.7355,750.0,85.75,0.1143,16,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,256,40,30.225,0.7556,750.0,108.47,0.1446,16,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,256,40,28.451,0.7113,750.0,61.63,0.0822,32,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,256,40,29.419,0.7355,750.0,85.75,0.1143,32,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,256,40,30.225,0.7556,750.0,108.47,0.1446,32,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,256,40,28.451,0.7113,750.0,61.63,0.0822,64,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,256,40,29.419,0.7355,750.0,85.75,0.1143,64,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,256,40,30.225,0.7556,750.0,108.47,0.1446,64,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,256,40,28.451,0.7113,750.0,61.63,0.0822,128,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,256,40,29.419,0.7355,750.0,85.75,0.1143,128,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,256,40,30.225,0.7556,750.0,108.47,0.1446,128,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,256,40,28.451,0.7113,750.0,61.63,0.0822,256,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,256,40,29.419,0.7355,750.0,85.75,0.1143,256,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,256,40,30.225,0.7556,750.0,108.47,0.1446,256,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,384,40,28.451,0.7113,750.0,61.63,0.0822,8,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,384,40,29.419,0.7355,750.0,85.75,0.1143,8,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,384,40,30.225,0.7556,750.0,108.47,0.1446,8,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,384,40,28.451,0.7113,750.0,61.63,0.0822,16,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,384,40,29.419,0.7355,750.0,85.75,0.1143,16,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,384,40,30.225,0.7556,750.0,108.47,0.1446,16,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,384,40,28.451,0.7113,750.0,61.63,0.0822,32,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,384,40,29.419,0.7355,750.0,85.75,0.1143,32,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,384,40,30.225,0.7556,750.0,108.47,0.1446,32,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,384,40,28.451,0.7113,750.0,61.63,0.0822,64,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,384,40,29.419,0.7355,750.0,85.75,0.1143,64,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,384,40,30.225,0.7556,750.0,108.47,0.1446,64,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,384,40,28.451,0.7113,750.0,61.63,0.0822,128,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,384,40,29.419,0.7355,750.0,85.75,0.1143,128,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,384,40,30.225,0.7556,750.0,108.47,0.1446,128,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,384,40,28.451,0.7113,750.0,61.63,0.0822,256,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,384,40,29.419,0.7355,750.0,85.75,0.1143,256,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,384,40,30.225,0.7556,750.0,108.47,0.1446,256,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,512,40,28.451,0.7113,750.0,61.63,0.0822,8,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,True,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,512,40,29.419,0.7355,750.0,85.75,0.1143,8,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,True,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,512,40,30.225,0.7556,750.0,108.47,0.1446,8,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,True,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,512,40,28.451,0.7113,750.0,61.63,0.0822,16,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,True,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,512,40,29.419,0.7355,750.0,85.75,0.1143,16,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,True,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,512,40,30.225,0.7556,750.0,108.47,0.1446,16,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,True,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,512,40,28.451,0.7113,750.0,61.63,0.0822,32,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,True,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,512,40,29.419,0.7355,750.0,85.75,0.1143,32,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,True,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,512,40,30.225,0.7556,750.0,108.47,0.1446,32,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,True,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,512,40,28.451,0.7113,750.0,61.63,0.0822,64,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,True,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,512,40,29.419,0.7355,750.0,85.75,0.1143,64,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,True,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,512,40,30.225,0.7556,750.0,108.47,0.1446,64,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,True,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,512,40,28.451,0.7113,750.0,61.63,0.0822,128,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,True,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,512,40,29.419,0.7355,750.0,85.75,0.1143,128,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,True,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,512,40,30.225,0.7556,750.0,108.47,0.1446,128,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,True,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,512,40,28.451,0.7113,750.0,61.63,0.0822,256,hybrid,0.9206,1086.3,1086.3,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.6,273.1,56.9,463.3,0.426481,2.34,0.133,,,25000.0,0.6,0.3878,True,False,False,True,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,512,40,29.419,0.7355,750.0,85.75,0.1143,256,hybrid,1.3232,755.7,1511.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,90.7,282.4,58.8,483.8,0.320089,3.12,0.1772,,,25000.0,0.6,0.2793,False,False,False,True,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,512,40,30.225,0.7556,750.0,108.47,0.1446,256,hybrid,2.0923,477.9,1911.8,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.1,290.2,60.5,501.5,0.262306,3.81,0.2163,,,25000.0,0.6,0.2212,False,False,False,True,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,128,40,28.546,0.7136,1000.0,61.83,0.0618,8,hybrid,0.9175,1089.9,1089.9,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.9,274.0,57.1,464.8,0.426481,2.34,0.133,,,25000.0,0.6,0.3865,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,128,40,29.555,0.7389,1000.0,86.15,0.0862,8,hybrid,1.3171,759.2,1518.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,91.1,283.7,59.1,486.1,0.320089,3.12,0.1772,,,25000.0,0.6,0.2781,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,128,40,30.403,0.7601,1000.0,109.1,0.1091,8,hybrid,2.08,480.8,1923.0,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.7,291.9,60.8,504.4,0.262306,3.81,0.2163,,,25000.0,0.6,0.22,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,128,40,28.546,0.7136,1000.0,61.83,0.0618,16,hybrid,0.9175,1089.9,1089.9,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.9,274.0,57.1,464.8,0.426481,2.34,0.133,,,25000.0,0.6,0.3865,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,128,40,29.555,0.7389,1000.0,86.15,0.0862,16,hybrid,1.3171,759.2,1518.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,91.1,283.7,59.1,486.1,0.320089,3.12,0.1772,,,25000.0,0.6,0.2781,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,128,40,30.403,0.7601,1000.0,109.1,0.1091,16,hybrid,2.08,480.8,1923.0,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.7,291.9,60.8,504.4,0.262306,3.81,0.2163,,,25000.0,0.6,0.22,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,128,40,28.546,0.7136,1000.0,61.83,0.0618,32,hybrid,0.9175,1089.9,1089.9,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.9,274.0,57.1,464.8,0.426481,2.34,0.133,,,25000.0,0.6,0.3865,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,128,40,29.555,0.7389,1000.0,86.15,0.0862,32,hybrid,1.3171,759.2,1518.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,91.1,283.7,59.1,486.1,0.320089,3.12,0.1772,,,25000.0,0.6,0.2781,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,128,40,30.403,0.7601,1000.0,109.1,0.1091,32,hybrid,2.08,480.8,1923.0,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.7,291.9,60.8,504.4,0.262306,3.81,0.2163,,,25000.0,0.6,0.22,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,128,40,28.546,0.7136,1000.0,61.83,0.0618,64,hybrid,0.9175,1089.9,1089.9,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.9,274.0,57.1,464.8,0.426481,2.34,0.133,,,25000.0,0.6,0.3865,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,128,40,29.555,0.7389,1000.0,86.15,0.0862,64,hybrid,1.3171,759.2,1518.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,91.1,283.7,59.1,486.1,0.320089,3.12,0.1772,,,25000.0,0.6,0.2781,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,4,32768,128,40,30.403,0.7601,1000.0,109.1,0.1091,64,hybrid,2.08,480.8,1923.0,15535509312.0,227733504.0,46694457.0,15809937273.0,56734928640.0,3.589,97.7,291.9,60.8,504.4,0.262306,3.81,0.2163,,,25000.0,0.6,0.22,False,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,1,32768,128,40,28.546,0.7136,1000.0,61.83,0.0618,128,hybrid,0.9175,1089.9,1089.9,25782398976.0,227733504.0,181174329.0,26191306809.0,56734928640.0,2.166,83.9,274.0,57.1,464.8,0.426481,2.34,0.133,,,25000.0,0.6,0.3865,True,False,False,False,True,analytical,assumed_defaults,statistical
minimax_m3,exact_fp8,2,32768,128,40,29.555,0.7389,1000.0,86.15,0.0862,128,hybrid,1.3171,759.2,1518.5,19144519680.0,227733504.0,91521081.0,19463774265.0,56734928640.0,2.915,91.1,283.7,59.1,486.1,0.320089,3.12,0.1772,,,25000.0,0.6,0.2781,False,False,False,False,True,analytical,assumed_defaults,statistical
